scenario,distribution,days,density
current_vic_case_init_0.2,interview_isolation,1,0.3032653298563167
current_vic_case_init_0.2,isolation_swab,2,0.07581633246407919
current_vic_case_init_0.2,test_turnaround_time,2,0.1718802556340397
current_vic_case_init_0.2,time_to_interview,2,0.03417976622329706
current_vic_case_init_0.2,interview_isolation,2,0.07581633246407919
current_vic_case_init_0.2,isolation_swab,3,0.012636055410679864
current_vic_case_init_0.2,test_turnaround_time,3,0.01580894719138917
current_vic_case_init_0.2,time_to_interview,3,0.00999596936719065
current_vic_case_init_0.2,interview_isolation,3,0.012636055410679864
current_vic_case_init_0.2,isolation_swab,4,0.0015795069263349838
current_vic_case_init_0.2,test_turnaround_time,4,0.0013454423141607804
current_vic_case_init_0.2,time_to_interview,4,0.0035469568722289405
current_vic_case_init_0.2,interview_isolation,4,0.0015795069263349838
current_vic_case_init_0.2,isolation_swab,5,1.5795069263349796e-4
current_vic_case_init_0.2,test_turnaround_time,5,1.6818028927009755e-4
current_vic_case_init_0.2,time_to_interview,5,0.0022571543732365982
current_vic_case_init_0.2,interview_isolation,5,1.5795069263349796e-4
current_vic_case_init_0.2,isolation_swab,6,1.3162557719458172e-5
current_vic_case_init_0.2,test_turnaround_time,6,0
current_vic_case_init_0.2,time_to_interview,6,6.449012494961709e-4
current_vic_case_init_0.2,interview_isolation,6,1.3162557719458172e-5
current_vic_case_init_0.2,isolation_swab,7,9.401826942470148e-7
current_vic_case_init_0.2,test_turnaround_time,7,0
current_vic_case_init_0.2,time_to_interview,7,0.0012898024989923419
current_vic_case_init_0.2,interview_isolation,7,9.401826942470148e-7
current_vic_case_init_0.2,isolation_swab,8,5.876141839043841e-8
current_vic_case_init_0.2,test_turnaround_time,8,0
current_vic_case_init_0.2,time_to_interview,8,3.2245062474808546e-4
current_vic_case_init_0.2,interview_isolation,8,5.876141839043841e-8
current_vic_case_init_0.2,isolation_swab,9,3.264523243913249e-9
current_vic_case_init_0.2,test_turnaround_time,9,0
current_vic_case_init_0.2,time_to_interview,9,3.2245062474808546e-4
current_vic_case_init_0.2,interview_isolation,9,3.264523243913249e-9
current_vic_case_init_0.2,isolation_swab,10,1.632261621956627e-10
current_vic_case_init_0.2,test_turnaround_time,10,0
current_vic_case_init_0.2,time_to_interview,10,6.449012494961709e-4
current_vic_case_init_0.2,interview_isolation,10,1.632261621956627e-10
current_vic_case_init_0.2,isolation_swab,11,7.419371008893695e-12
current_vic_case_init_0.2,test_turnaround_time,11,0
current_vic_case_init_0.2,time_to_interview,11,0
current_vic_case_init_0.2,interview_isolation,11,7.419371008893695e-12
current_vic_case_init_0.2,isolation_swab,12,3.0914045870390403e-13
current_vic_case_init_0.2,test_turnaround_time,12,0
current_vic_case_init_0.2,time_to_interview,12,0
current_vic_case_init_0.2,interview_isolation,12,3.0914045870390403e-13
current_vic_case_init_0.2,isolation_swab,13,1.189001764245786e-14
current_vic_case_init_0.2,test_turnaround_time,13,0
current_vic_case_init_0.2,time_to_interview,13,0
current_vic_case_init_0.2,interview_isolation,13,1.189001764245786e-14
current_vic_case_init_0.2,isolation_swab,14,4.246434872306379e-16
current_vic_case_init_0.2,test_turnaround_time,14,0
current_vic_case_init_0.2,time_to_interview,14,0
current_vic_case_init_0.2,interview_isolation,14,4.246434872306379e-16
current_vic_case_init_0.4,isolation_swab,0,0.6065306597126334
current_vic_case_init_0.4,test_turnaround_time,0,0.08005381769256643
current_vic_case_init_0.4,time_to_interview,0,0.7443772672309553
current_vic_case_init_0.4,interview_isolation,0,0.6065306597126334
current_vic_case_init_0.4,isolation_swab,1,0.3032653298563167
current_vic_case_init_0.4,test_turnaround_time,1,0.7307433568785738
current_vic_case_init_0.4,time_to_interview,1,0.21571946795646918
current_vic_case_init_0.4,interview_isolation,1,0.3032653298563167
current_vic_case_init_0.4,isolation_swab,2,0.07581633246407919
current_vic_case_init_0.4,test_turnaround_time,2,0.1718802556340397
current_vic_case_init_0.4,time_to_interview,2,0.025634824667472796
current_vic_case_init_0.4,interview_isolation,2,0.07581633246407919
current_vic_case_init_0.4,isolation_swab,3,0.012636055410679864
current_vic_case_init_0.4,test_turnaround_time,3,0.01580894719138917
current_vic_case_init_0.4,time_to_interview,3,0.007496977025392987
current_vic_case_init_0.4,interview_isolation,3,0.012636055410679864
current_vic_case_init_0.4,isolation_swab,4,0.0015795069263349838
current_vic_case_init_0.4,test_turnaround_time,4,0.0013454423141607804
current_vic_case_init_0.4,time_to_interview,4,0.0026602176541717054
current_vic_case_init_0.4,interview_isolation,4,0.0015795069263349838
current_vic_case_init_0.4,isolation_swab,5,1.5795069263349796e-4
current_vic_case_init_0.4,test_turnaround_time,5,1.6818028927009755e-4
current_vic_case_init_0.4,time_to_interview,5,0.0016928657799274486
current_vic_case_init_0.4,interview_isolation,5,1.5795069263349796e-4
current_vic_case_init_0.4,isolation_swab,6,1.3162557719458172e-5
current_vic_case_init_0.4,test_turnaround_time,6,0
current_vic_case_init_0.4,time_to_interview,6,4.8367593712212825e-4
current_vic_case_init_0.4,interview_isolation,6,1.3162557719458172e-5
current_vic_case_init_0.4,isolation_swab,7,9.401826942470148e-7
current_vic_case_init_0.4,test_turnaround_time,7,0
current_vic_case_init_0.4,time_to_interview,7,9.673518742442565e-4
current_vic_case_init_0.4,interview_isolation,7,9.401826942470148e-7
current_vic_case_init_0.4,isolation_swab,8,5.876141839043841e-8
current_vic_case_init_0.4,test_turnaround_time,8,0
current_vic_case_init_0.4,time_to_interview,8,2.4183796856106412e-4
current_vic_case_init_0.4,interview_isolation,8,5.876141839043841e-8
current_vic_case_init_0.4,isolation_swab,9,3.264523243913249e-9
current_vic_case_init_0.4,test_turnaround_time,9,0
current_vic_case_init_0.4,time_to_interview,9,2.4183796856106412e-4
current_vic_case_init_0.4,interview_isolation,9,3.264523243913249e-9
current_vic_case_init_0.4,isolation_swab,10,1.632261621956627e-10
current_vic_case_init_0.4,test_turnaround_time,10,0
current_vic_case_init_0.4,time_to_interview,10,4.8367593712212825e-4
current_vic_case_init_0.4,interview_isolation,10,1.632261621956627e-10
current_vic_case_init_0.4,isolation_swab,11,7.419371008893695e-12
current_vic_case_init_0.4,test_turnaround_time,11,0
current_vic_case_init_0.4,time_to_interview,11,0
current_vic_case_init_0.4,interview_isolation,11,7.419371008893695e-12
current_vic_case_init_0.4,isolation_swab,12,3.0914045870390403e-13
current_vic_case_init_0.4,test_turnaround_time,12,0
current_vic_case_init_0.4,time_to_interview,12,0
current_vic_case_init_0.4,interview_isolation,12,3.0914045870390403e-13
current_vic_case_init_0.4,isolation_swab,13,1.189001764245786e-14
current_vic_case_init_0.4,test_turnaround_time,13,0
current_vic_case_init_0.4,time_to_interview,13,0
current_vic_case_init_0.4,interview_isolation,13,1.189001764245786e-14
current_vic_case_init_0.4,isolation_swab,14,4.246434872306379e-16
current_vic_case_init_0.4,test_turnaround_time,14,0
current_vic_case_init_0.4,time_to_interview,14,0
current_vic_case_init_0.4,interview_isolation,14,4.246434872306379e-16
current_vic_case_init_0.6,isolation_swab,0,0.6065306597126334
current_vic_case_init_0.6,test_turnaround_time,0,0.08005381769256643
current_vic_case_init_0.6,time_to_interview,0,0.8295848448206369
current_vic_case_init_0.6,interview_isolation,0,0.6065306597126334
current_vic_case_init_0.6,isolation_swab,1,0.3032653298563167
current_vic_case_init_0.6,test_turnaround_time,1,0.7307433568785738
current_vic_case_init_0.6,time_to_interview,1,0.14381297863764608
current_vic_case_init_0.6,interview_isolation,1,0.3032653298563167
current_vic_case_init_0.6,isolation_swab,2,0.07581633246407919
current_vic_case_init_0.6,test_turnaround_time,2,0.1718802556340397
current_vic_case_init_0.6,time_to_interview,2,0.017089883111648527
current_vic_case_init_0.6,interview_isolation,2,0.07581633246407919
current_vic_case_init_0.6,isolation_swab,3,0.012636055410679864
current_vic_case_init_0.6,test_turnaround_time,3,0.01580894719138917
current_vic_case_init_0.6,time_to_interview,3,0.004997984683595323
current_vic_case_init_0.6,interview_isolation,3,0.012636055410679864
current_vic_case_init_0.6,isolation_swab,4,0.0015795069263349838
current_vic_case_init_0.6,test_turnaround_time,4,0.0013454423141607804
current_vic_case_init_0.6,time_to_interview,4,0.0017734784361144696
current_vic_case_init_0.6,interview_isolation,4,0.0015795069263349838
current_vic_case_init_0.6,isolation_swab,5,1.5795069263349796e-4
current_vic_case_init_0.6,test_turnaround_time,5,1.6818028927009755e-4
current_vic_case_init_0.6,time_to_interview,5,0.0011285771866182987
current_vic_case_init_0.6,interview_isolation,5,1.5795069263349796e-4
current_vic_case_init_0.6,isolation_swab,6,1.3162557719458172e-5
current_vic_case_init_0.6,test_turnaround_time,6,0
current_vic_case_init_0.6,time_to_interview,6,3.224506247480854e-4
current_vic_case_init_0.6,interview_isolation,6,1.3162557719458172e-5
current_vic_case_init_0.6,isolation_swab,7,9.401826942470148e-7
current_vic_case_init_0.6,test_turnaround_time,7,0
current_vic_case_init_0.6,time_to_interview,7,6.449012494961708e-4
current_vic_case_init_0.6,interview_isolation,7,9.401826942470148e-7
current_vic_case_init_0.6,isolation_swab,8,5.876141839043841e-8
current_vic_case_init_0.6,test_turnaround_time,8,0
current_vic_case_init_0.6,time_to_interview,8,1.612253123740427e-4
current_vic_case_init_0.6,interview_isolation,8,5.876141839043841e-8
current_vic_case_init_0.6,isolation_swab,9,3.264523243913249e-9
current_vic_case_init_0.6,test_turnaround_time,9,0
current_vic_case_init_0.6,time_to_interview,9,1.612253123740427e-4
current_vic_case_init_0.6,interview_isolation,9,3.264523243913249e-9
current_vic_case_init_0.6,isolation_swab,10,1.632261621956627e-10
current_vic_case_init_0.6,test_turnaround_time,10,0
current_vic_case_init_0.6,time_to_interview,10,3.224506247480854e-4
current_vic_case_init_0.6,interview_isolation,10,1.632261621956627e-10
current_vic_case_init_0.6,isolation_swab,11,7.419371008893695e-12
current_vic_case_init_0.6,test_turnaround_time,11,0
current_vic_case_init_0.6,time_to_interview,11,0
current_vic_case_init_0.6,interview_isolation,11,7.419371008893695e-12
current_vic_case_init_0.6,isolation_swab,12,3.0914045870390403e-13
current_vic_case_init_0.6,test_turnaround_time,12,0
current_vic_case_init_0.6,time_to_interview,12,0
current_vic_case_init_0.6,interview_isolation,12,3.0914045870390403e-13
current_vic_case_init_0.6,isolation_swab,13,1.189001764245786e-14
current_vic_case_init_0.6,test_turnaround_time,13,0
current_vic_case_init_0.6,time_to_interview,13,0
current_vic_case_init_0.6,interview_isolation,13,1.189001764245786e-14
current_vic_case_init_0.6,isolation_swab,14,4.246434872306379e-16
current_vic_case_init_0.6,test_turnaround_time,14,0
current_vic_case_init_0.6,time_to_interview,14,0
current_vic_case_init_0.6,interview_isolation,14,4.246434872306379e-16
current_vic_case_init_0.8,isolation_swab,0,0.6065306597126334
current_vic_case_init_0.8,test_turnaround_time,0,0.08005381769256643
current_vic_case_init_0.8,time_to_interview,0,0.9147924224103184
current_vic_case_init_0.8,interview_isolation,0,0.6065306597126334
current_vic_case_init_0.8,isolation_swab,1,0.3032653298563167
current_vic_case_init_0.8,test_turnaround_time,1,0.7307433568785738
current_vic_case_init_0.8,time_to_interview,1,0.07190648931882304
current_vic_case_init_0.8,interview_isolation,1,0.3032653298563167
current_vic_case_init_0.8,isolation_swab,2,0.07581633246407919
current_vic_case_init_0.8,test_turnaround_time,2,0.1718802556340397
current_vic_case_init_0.8,time_to_interview,2,0.008544941555824264
current_vic_case_init_0.8,interview_isolation,2,0.07581633246407919
current_vic_case_init_0.8,isolation_swab,3,0.012636055410679864
current_vic_case_init_0.8,test_turnaround_time,3,0.01580894719138917
current_vic_case_init_0.8,time_to_interview,3,0.0024989923417976616
current_vic_case_init_0.8,interview_isolation,3,0.012636055410679864
current_vic_case_init_0.8,isolation_swab,4,0.0015795069263349838
current_vic_case_init_0.8,test_turnaround_time,4,0.0013454423141607804
current_vic_case_init_0.8,time_to_interview,4,8.867392180572348e-4
current_vic_case_init_0.8,interview_isolation,4,0.0015795069263349838
current_vic_case_init_0.8,isolation_swab,5,1.5795069263349796e-4
current_vic_case_init_0.8,test_turnaround_time,5,1.6818028927009755e-4
current_vic_case_init_0.8,time_to_interview,5,5.642885933091493e-4
current_vic_case_init_0.8,interview_isolation,5,1.5795069263349796e-4
current_vic_case_init_0.8,isolation_swab,6,1.3162557719458172e-5
current_vic_case_init_0.8,test_turnaround_time,6,0
current_vic_case_init_0.8,time_to_interview,6,1.612253123740427e-4
current_vic_case_init_0.8,interview_isolation,6,1.3162557719458172e-5
current_vic_case_init_0.8,isolation_swab,7,9.401826942470148e-7
current_vic_case_init_0.8,test_turnaround_time,7,0
current_vic_case_init_0.8,time_to_interview,7,3.224506247480854e-4
current_vic_case_init_0.8,interview_isolation,7,9.401826942470148e-7
current_vic_case_init_0.8,isolation_swab,8,5.876141839043841e-8
current_vic_case_init_0.8,test_turnaround_time,8,0
current_vic_case_init_0.8,time_to_interview,8,8.061265618702135e-5
current_vic_case_init_0.8,interview_isolation,8,5.876141839043841e-8
current_vic_case_init_0.8,isolation_swab,9,3.264523243913249e-9
current_vic_case_init_0.8,test_turnaround_time,9,0
current_vic_case_init_0.8,time_to_interview,9,8.061265618702135e-5
current_vic_case_init_0.8,interview_isolation,9,3.264523243913249e-9
current_vic_case_init_0.8,isolation_swab,10,1.632261621956627e-10
current_vic_case_init_0.8,test_turnaround_time,10,0
current_vic_case_init_0.8,time_to_interview,10,1.612253123740427e-4
current_vic_case_init_0.8,interview_isolation,10,1.632261621956627e-10
current_vic_case_init_0.8,isolation_swab,11,7.419371008893695e-12
current_vic_case_init_0.8,test_turnaround_time,11,0
current_vic_case_init_0.8,time_to_interview,11,0
current_vic_case_init_0.8,interview_isolation,11,7.419371008893695e-12
current_vic_case_init_0.8,isolation_swab,12,3.0914045870390403e-13
current_vic_case_init_0.8,test_turnaround_time,12,0
current_vic_case_init_0.8,time_to_interview,12,0
current_vic_case_init_0.8,interview_isolation,12,3.0914045870390403e-13
current_vic_case_init_0.8,isolation_swab,13,1.189001764245786e-14
current_vic_case_init_0.8,test_turnaround_time,13,0
current_vic_case_init_0.8,time_to_interview,13,0
current_vic_case_init_0.8,interview_isolation,13,1.189001764245786e-14
current_vic_case_init_0.8,isolation_swab,14,4.246434872306379e-16
current_vic_case_init_0.8,test_turnaround_time,14,0
current_vic_case_init_0.8,time_to_interview,14,0
current_vic_case_init_0.8,interview_isolation,14,4.246434872306379e-16
